"regionId";"date";"LOB";"network";"newBusiness";"cancellation";"premium.av";"expense.av";"portfolio"
"03";2017-06-01;"Motor";"Brokers";3076;3028;465;443;20029
"03";2017-07-01;"Motor";"Brokers";3020;2871;438;436;20048
"03";2017-08-01;"Motor";"Brokers";3045;2962;420;435;20149
"03";2017-09-01;"Motor";"Brokers";3025;3013;492;474;20083
"03";2017-10-01;"Motor";"Brokers";2976;3057;466;433;20012
"03";2017-11-01;"Motor";"Brokers";2924;3016;454;439;19919
"03";2017-12-01;"Motor";"Brokers";3022;3017;483;465;19908
"04";2016-01-01;"Motor";"Brokers";2872;2986;478;428;20000
"04";2016-02-01;"Motor";"Brokers";2921;3049;425;447;19886
"04";2016-03-01;"Motor";"Brokers";3021;3023;463;467;19872
"04";2016-04-01;"Motor";"Brokers";2945;2943;462;456;19998
"04";2016-05-01;"Motor";"Brokers";3110;2981;445;451;20002
"04";2016-06-01;"Motor";"Brokers";2987;2962;426;477;20129
"04";2016-07-01;"Motor";"Brokers";2964;2984;444;470;20025
"04";2016-08-01;"Motor";"Brokers";3040;3031;462;449;19980
"04";2016-09-01;"Motor";"Brokers";3058;2986;442;452;20009
"04";2016-10-01;"Motor";"Brokers";3020;3029;433;436;20072
"04";2016-11-01;"Motor";"Brokers";2915;3054;493;492;19991
"04";2016-12-01;"Motor";"Brokers";2981;2927;409;405;19861
"04";2017-01-01;"Motor";"Brokers";2919;2972;440;440;20054
"04";2017-02-01;"Motor";"Brokers";3078;3021;440;479;19947
"04";2017-03-01;"Motor";"Brokers";3080;3005;436;452;20057
"04";2017-04-01;"Motor";"Brokers";3072;2923;480;468;20075
"04";2017-05-01;"Motor";"Brokers";3003;2976;458;438;20149
"04";2017-06-01;"Motor";"Brokers";3013;2978;452;451;20027
"04";2017-07-01;"Motor";"Brokers";2935;2902;455;436;20035
"04";2017-08-01;"Motor";"Brokers";3055;3063;478;478;20033
"04";2017-09-01;"Motor";"Brokers";3040;3012;448;442;19992
"04";2017-10-01;"Motor";"Brokers";3033;3004;435;462;20028
"04";2017-11-01;"Motor";"Brokers";3048;2977;438;448;20029
"04";2017-12-01;"Motor";"Brokers";2996;2931;410;496;20071
"05";2016-01-01;"Motor";"Brokers";2966;3078;472;428;20000
"05";2016-02-01;"Motor";"Brokers";3051;2940;445;421;19888
"05";2016-03-01;"Motor";"Brokers";3006;3002;450;411;20111
"05";2016-04-01;"Motor";"Brokers";3053;2918;436;472;20004
"05";2016-05-01;"Motor";"Brokers";3025;2984;455;464;20135
"05";2016-06-01;"Motor";"Brokers";3060;2949;460;444;20041
"05";2016-07-01;"Motor";"Brokers";3114;3067;427;455;20111
"05";2016-08-01;"Motor";"Brokers";3124;3052;442;449;20047
"05";2016-09-01;"Motor";"Brokers";3008;3037;451;520;20072
"05";2016-10-01;"Motor";"Brokers";2948;3002;438;496;19971
"05";2016-11-01;"Motor";"Brokers";3053;2939;460;468;19946
"05";2016-12-01;"Motor";"Brokers";2998;3003;394;420;20114
"05";2017-01-01;"Motor";"Brokers";2934;2933;439;430;19995
"05";2017-02-01;"Motor";"Brokers";3055;2910;441;451;20001
"05";2017-03-01;"Motor";"Brokers";3097;3085;453;450;20145
"05";2017-04-01;"Motor";"Brokers";2982;3008;420;477;20012
"05";2017-05-01;"Motor";"Brokers";3005;2949;467;461;19974
"05";2017-06-01;"Motor";"Brokers";3065;2916;449;482;20056
"05";2017-07-01;"Motor";"Brokers";2983;3061;477;456;20149
"05";2017-08-01;"Motor";"Brokers";2868;3048;441;427;19922
"05";2017-09-01;"Motor";"Brokers";2972;2975;449;478;19820
"05";2017-10-01;"Motor";"Brokers";3072;2983;435;471;19997
"05";2017-11-01;"Motor";"Brokers";2960;3049;445;451;20089
"05";2017-12-01;"Motor";"Brokers";2984;2972;444;437;19911
"06";2016-01-01;"Motor";"Brokers";2983;3000;453;448;20000
"06";2016-02-01;"Motor";"Brokers";2978;2962;499;444;19983
"06";2016-03-01;"Motor";"Brokers";2999;2965;410;476;20016
"06";2016-04-01;"Motor";"Brokers";2994;3014;451;443;20034
"06";2016-05-01;"Motor";"Brokers";3016;2941;412;422;19980
"06";2016-06-01;"Motor";"Brokers";3076;3034;420;455;20075
"06";2016-07-01;"Motor";"Brokers";2911;2989;463;464;20042
"06";2016-08-01;"Motor";"Brokers";2841;3053;454;455;19922
"06";2016-09-01;"Motor";"Brokers";2946;3121;455;467;19788
"06";2016-10-01;"Motor";"Brokers";2932;3023;430;481;19825
"06";2016-11-01;"Motor";"Brokers";2969;3051;440;440;19909
"06";2016-12-01;"Motor";"Brokers";3026;3028;463;443;19918
"06";2017-01-01;"Motor";"Brokers";3003;3012;428;405;19998
"06";2017-02-01;"Motor";"Brokers";2954;2997;462;443;19991
"06";2017-03-01;"Motor";"Brokers";2981;3039;448;471;19957
"06";2017-04-01;"Motor";"Brokers";3005;3067;377;435;19942
"06";2017-05-01;"Motor";"Brokers";2999;3027;433;463;19938
"06";2017-06-01;"Motor";"Brokers";3045;3054;427;471;19972
"06";2017-07-01;"Motor";"Brokers";2988;3003;455;444;19991
"06";2017-08-01;"Motor";"Brokers";3039;2981;461;457;19985
"06";2017-09-01;"Motor";"Brokers";3134;2905;490;487;20058
"06";2017-10-01;"Motor";"Brokers";2998;3040;464;472;20229
"06";2017-11-01;"Motor";"Brokers";2998;2967;454;461;19958
"06";2017-12-01;"Motor";"Brokers";2997;2949;476;502;20031
"07";2016-01-01;"Motor";"Brokers";3043;3030;478;463;20000
"07";2016-02-01;"Motor";"Brokers";2999;2967;461;491;20013
"07";2016-03-01;"Motor";"Brokers";2939;3093;434;460;20032
"07";2016-04-01;"Motor";"Brokers";3057;2969;496;456;19846
"07";2016-05-01;"Motor";"Brokers";2983;3018;440;448;20088
"07";2016-06-01;"Motor";"Brokers";2990;3062;468;461;19965
"07";2016-07-01;"Motor";"Brokers";3041;3093;499;462;19928
"07";2016-08-01;"Motor";"Brokers";3027;2993;411;494;19948
"07";2016-09-01;"Motor";"Brokers";3067;2920;445;451;20034
"07";2016-10-01;"Motor";"Brokers";2958;2877;458;422;20147
"07";2016-11-01;"Motor";"Brokers";3147;3013;438;452;20081
"07";2016-12-01;"Motor";"Brokers";2987;3066;473;406;20134
"07";2017-01-01;"Motor";"Brokers";2931;3020;451;393;19921
"07";2017-02-01;"Motor";"Brokers";3004;2939;426;452;19911
"07";2017-03-01;"Motor";"Brokers";3055;3107;444;475;20065
"07";2017-04-01;"Motor";"Brokers";3081;3079;414;436;19948
"07";2017-05-01;"Motor";"Brokers";2963;2956;449;450;20002
"07";2017-06-01;"Motor";"Brokers";3017;3004;505;469;20007
"07";2017-07-01;"Motor";"Brokers";3006;2936;430;468;20013
"07";2017-08-01;"Motor";"Brokers";2981;3008;474;418;20070
"07";2017-09-01;"Motor";"Brokers";2987;2984;495;457;19973
"07";2017-10-01;"Motor";"Brokers";2999;2875;447;444;20003
"07";2017-11-01;"Motor";"Brokers";3016;3042;475;488;20124
"07";2017-12-01;"Motor";"Brokers";2910;2945;441;459;19974
"08";2016-01-01;"Motor";"Brokers";3047;3027;414;447;20000
"08";2016-02-01;"Motor";"Brokers";2950;3029;469;469;20020
"08";2016-03-01;"Motor";"Brokers";2964;3005;422;453;19921
"08";2016-04-01;"Motor";"Brokers";2928;3010;413;431;19959
"08";2016-05-01;"Motor";"Brokers";2983;3022;450;457;19918
"08";2016-06-01;"Motor";"Brokers";3075;2967;474;433;19961
"08";2016-07-01;"Motor";"Brokers";3051;3050;408;480;20108
"08";2016-08-01;"Motor";"Brokers";2934;2902;455;450;20001
"08";2016-09-01;"Motor";"Brokers";2984;2985;419;463;20032
"08";2016-10-01;"Motor";"Brokers";2995;2999;502;470;19999
"08";2016-11-01;"Motor";"Brokers";3009;3031;431;467;19996
"08";2016-12-01;"Motor";"Brokers";3053;3006;456;468;19978
"08";2017-01-01;"Motor";"Brokers";3008;3047;455;445;20047
"08";2017-02-01;"Motor";"Brokers";3011;3036;478;456;19961
"08";2017-03-01;"Motor";"Brokers";3035;2997;439;429;19975
"08";2017-04-01;"Motor";"Brokers";3046;2987;453;441;20038
"08";2017-05-01;"Motor";"Brokers";2915;2903;446;430;20059
"08";2017-06-01;"Motor";"Brokers";3082;3019;457;457;20012
"08";2017-07-01;"Motor";"Brokers";2985;3010;483;455;20063
"08";2017-08-01;"Motor";"Brokers";3001;3084;474;444;19975
"08";2017-09-01;"Motor";"Brokers";3092;2960;425;474;19917
"08";2017-10-01;"Motor";"Brokers";3046;2947;485;448;20132
"08";2017-11-01;"Motor";"Brokers";2903;2971;449;445;20099
"08";2017-12-01;"Motor";"Brokers";2922;2938;484;465;19932
"09";2016-01-01;"Motor";"Brokers";2936;2986;453;466;20000
"09";2016-02-01;"Motor";"Brokers";3013;2982;487;475;19950
"09";2016-03-01;"Motor";"Brokers";3020;3068;449;428;20031
"09";2016-04-01;"Motor";"Brokers";2967;3081;440;419;19952
"09";2016-05-01;"Motor";"Brokers";3040;2995;457;473;19886
"09";2016-06-01;"Motor";"Brokers";3046;2982;465;444;20045
"09";2016-07-01;"Motor";"Brokers";2986;2960;435;419;20064
"09";2016-08-01;"Motor";"Brokers";2996;3018;417;427;20026
"09";2016-09-01;"Motor";"Brokers";3018;2891;414;440;19978
"09";2016-10-01;"Motor";"Brokers";3046;3053;463;461;20127
"09";2016-11-01;"Motor";"Brokers";2952;2975;471;439;19993
"09";2016-12-01;"Motor";"Brokers";3009;2978;453;445;19977
"09";2017-01-01;"Motor";"Brokers";2977;2912;450;464;20031
"09";2017-02-01;"Motor";"Brokers";2970;3034;414;479;20065
"09";2017-03-01;"Motor";"Brokers";3018;2971;410;422;19936
"09";2017-04-01;"Motor";"Brokers";3080;2911;450;437;20047
"09";2017-05-01;"Motor";"Brokers";2958;3064;450;443;20169
"09";2017-06-01;"Motor";"Brokers";2998;3047;459;453;19894
"09";2017-07-01;"Motor";"Brokers";2999;3141;425;435;19951
"09";2017-08-01;"Motor";"Brokers";3009;2949;444;451;19858
"09";2017-09-01;"Motor";"Brokers";3033;3069;469;431;20060
"09";2017-10-01;"Motor";"Brokers";3086;3087;441;405;19964
"09";2017-11-01;"Motor";"Brokers";3007;2948;439;414;19999
"09";2017-12-01;"Motor";"Brokers";3049;2960;446;474;20059
"10";2016-01-01;"Motor";"Brokers";2929;2937;435;448;20000
"10";2016-02-01;"Motor";"Brokers";3001;2998;453;473;19992
"10";2016-03-01;"Motor";"Brokers";2965;3006;425;456;20003
"10";2016-04-01;"Motor";"Brokers";3009;2784;475;457;19959
"10";2016-05-01;"Motor";"Brokers";2964;3030;487;446;20225
"10";2016-06-01;"Motor";"Brokers";2912;3048;457;459;19934
"10";2016-07-01;"Motor";"Brokers";3022;2948;437;455;19864
"10";2016-08-01;"Motor";"Brokers";3039;3018;426;426;20074
"10";2016-09-01;"Motor";"Brokers";2923;2973;486;451;20021
"10";2016-10-01;"Motor";"Brokers";3022;2946;434;439;19950
"10";2016-11-01;"Motor";"Brokers";3068;3033;459;465;20076
"10";2016-12-01;"Motor";"Brokers";2936;3103;458;490;20035
"10";2017-01-01;"Motor";"Brokers";2965;3003;451;453;19833
"10";2017-02-01;"Motor";"Brokers";2994;2971;425;400;19962
"10";2017-03-01;"Motor";"Brokers";3055;3011;430;472;20023
"10";2017-04-01;"Motor";"Brokers";3015;2943;414;463;20044
"10";2017-05-01;"Motor";"Brokers";3043;3028;437;445;20072
"10";2017-06-01;"Motor";"Brokers";3004;2972;416;482;20015
"10";2017-07-01;"Motor";"Brokers";2953;2968;419;434;20032
"10";2017-08-01;"Motor";"Brokers";2947;2964;448;462;19985
"10";2017-09-01;"Motor";"Brokers";2915;2967;485;418;19983
"10";2017-10-01;"Motor";"Brokers";3077;3016;424;474;19948
"10";2017-11-01;"Motor";"Brokers";3022;2991;444;454;20061
"10";2017-12-01;"Motor";"Brokers";3012;2905;444;407;20031
"11";2016-01-01;"Motor";"Brokers";3017;3081;465;462;20000
"11";2016-02-01;"Motor";"Brokers";2928;2968;469;458;19936
"11";2016-03-01;"Motor";"Brokers";2887;3054;461;449;19960
"11";2016-04-01;"Motor";"Brokers";3002;3002;474;482;19833
"11";2016-05-01;"Motor";"Brokers";2967;3028;487;447;20000
"11";2016-06-01;"Motor";"Brokers";2854;2962;442;455;19939
"11";2016-07-01;"Motor";"Brokers";3052;3053;408;455;19892
"11";2016-08-01;"Motor";"Brokers";2983;2959;431;439;19999
"11";2016-09-01;"Motor";"Brokers";3007;2945;424;419;20024
"11";2016-10-01;"Motor";"Brokers";2985;3005;429;484;20062
"11";2016-11-01;"Motor";"Brokers";2946;3060;426;451;19980
"11";2016-12-01;"Motor";"Brokers";2976;2997;433;472;19886
"11";2017-01-01;"Motor";"Brokers";3025;3041;471;456;19979
"11";2017-02-01;"Motor";"Brokers";2884;2986;441;464;19984
"11";2017-03-01;"Motor";"Brokers";2984;2955;445;440;19898
"11";2017-04-01;"Motor";"Brokers";2969;2986;499;437;20029
"11";2017-05-01;"Motor";"Brokers";2941;2980;483;442;19983
"11";2017-06-01;"Motor";"Brokers";2993;2908;483;461;19961
"11";2017-07-01;"Motor";"Brokers";2955;3034;445;463;20085
"11";2017-08-01;"Motor";"Brokers";2977;2897;493;428;19921
"11";2017-09-01;"Motor";"Brokers";3002;2963;453;447;20080
"11";2017-10-01;"Motor";"Brokers";3063;2999;434;466;20039
"11";2017-11-01;"Motor";"Brokers";2992;2979;438;442;20064
"11";2017-12-01;"Motor";"Brokers";3052;2882;473;486;20013
"12";2016-01-01;"Motor";"Brokers";2991;2941;436;470;20000
"12";2016-02-01;"Motor";"Brokers";3025;2967;462;414;20050
"12";2016-03-01;"Motor";"Brokers";2987;3020;444;431;20058
"12";2016-04-01;"Motor";"Brokers";2917;3087;454;442;19967
"12";2016-05-01;"Motor";"Brokers";3032;2989;418;458;19830
"12";2016-06-01;"Motor";"Brokers";3018;3013;455;427;20043
"12";2016-07-01;"Motor";"Brokers";2979;2908;453;464;20005
"12";2016-08-01;"Motor";"Brokers";3025;2929;432;384;20071
"12";2016-09-01;"Motor";"Brokers";3002;2984;447;461;20096
"12";2016-10-01;"Motor";"Brokers";3055;2960;473;471;20018
"12";2016-11-01;"Motor";"Brokers";3018;3024;436;431;20095
"12";2016-12-01;"Motor";"Brokers";3080;2975;422;444;19994
"12";2017-01-01;"Motor";"Brokers";2997;3025;454;427;20105
"12";2017-02-01;"Motor";"Brokers";2963;3049;452;441;19972
"12";2017-03-01;"Motor";"Brokers";2986;2909;431;424;19914
"12";2017-04-01;"Motor";"Brokers";2924;2923;409;452;20077
"12";2017-05-01;"Motor";"Brokers";2984;2970;418;454;20001
"12";2017-06-01;"Motor";"Brokers";3082;2992;463;431;20014
"12";2017-07-01;"Motor";"Brokers";3029;2949;495;445;20090
"12";2017-08-01;"Motor";"Brokers";2983;3074;465;452;20080
"12";2017-09-01;"Motor";"Brokers";3135;3052;464;466;19909
"12";2017-10-01;"Motor";"Brokers";3006;2988;484;415;20083
"12";2017-11-01;"Motor";"Brokers";3069;3048;461;426;20018
"12";2017-12-01;"Motor";"Brokers";3012;3012;474;424;20021
"13";2016-01-01;"Motor";"Brokers";3068;3048;434;413;20000
"13";2016-02-01;"Motor";"Brokers";3053;2959;421;437;20020
"13";2016-03-01;"Motor";"Brokers";3019;2918;429;438;20094
"13";2016-04-01;"Motor";"Brokers";2939;3020;445;437;20101
"13";2016-05-01;"Motor";"Brokers";2935;3081;435;473;19919
"13";2016-06-01;"Motor";"Brokers";3000;2971;453;469;19854
"13";2016-07-01;"Motor";"Brokers";3092;2971;446;456;20029
"13";2016-08-01;"Motor";"Brokers";3027;3018;434;455;20121
"13";2016-09-01;"Motor";"Brokers";3070;3008;433;436;20009
"13";2016-10-01;"Motor";"Brokers";2929;3039;465;414;20062
"13";2016-11-01;"Motor";"Brokers";2928;2944;427;454;19890
"13";2016-12-01;"Motor";"Brokers";3090;2974;442;450;19984
"13";2017-01-01;"Motor";"Brokers";2911;2935;441;457;20116
"13";2017-02-01;"Motor";"Brokers";2981;3022;436;452;19976
"13";2017-03-01;"Motor";"Brokers";2962;2933;441;434;19959
"13";2017-04-01;"Motor";"Brokers";3069;3035;463;464;20029
"13";2017-05-01;"Motor";"Brokers";2926;2937;445;434;20034
"13";2017-06-01;"Motor";"Brokers";3031;2994;460;474;19989
"13";2017-07-01;"Motor";"Brokers";2969;3093;461;466;20037
"13";2017-08-01;"Motor";"Brokers";2957;3014;465;441;19876
"13";2017-09-01;"Motor";"Brokers";3011;2954;449;456;19943
"13";2017-10-01;"Motor";"Brokers";3049;2907;414;424;20057
"13";2017-11-01;"Motor";"Brokers";3026;2969;482;461;20142
"13";2017-12-01;"Motor";"Brokers";3029;2960;463;443;20057
"14";2016-01-01;"Motor";"Brokers";2973;3052;447;456;20000
"14";2016-02-01;"Motor";"Brokers";2985;3058;477;427;19921
"14";2016-03-01;"Motor";"Brokers";3044;2934;462;421;19927
"14";2016-04-01;"Motor";"Brokers";2969;2970;478;524;20110
"14";2016-05-01;"Motor";"Brokers";3028;2964;421;450;19999
"14";2016-06-01;"Motor";"Brokers";3082;3014;432;424;20064
"14";2016-07-01;"Motor";"Brokers";3049;3062;440;450;20068
"14";2016-08-01;"Motor";"Brokers";2932;3050;457;442;19987
"14";2016-09-01;"Motor";"Brokers";2949;2992;446;459;19882
"14";2016-10-01;"Motor";"Brokers";2962;3004;428;440;19957
"14";2016-11-01;"Motor";"Brokers";2965;3024;461;448;19958
"14";2016-12-01;"Motor";"Brokers";3075;3021;465;460;19941
"14";2017-01-01;"Motor";"Brokers";2952;2808;410;481;20054
"14";2017-02-01;"Motor";"Brokers";3081;2985;431;430;20144
"14";2017-03-01;"Motor";"Brokers";2941;2983;429;455;20096
"14";2017-04-01;"Motor";"Brokers";2892;2979;416;468;19958
"14";2017-05-01;"Motor";"Brokers";3077;3039;435;424;19913
"14";2017-06-01;"Motor";"Brokers";2913;3021;418;413;20038
"14";2017-07-01;"Motor";"Brokers";2910;3009;471;416;19892
"14";2017-08-01;"Motor";"Brokers";2959;3055;428;423;19901
"14";2017-09-01;"Motor";"Brokers";3105;3058;426;424;19904
"14";2017-10-01;"Motor";"Brokers";3045;3016;450;449;20047
"14";2017-11-01;"Motor";"Brokers";2947;3030;490;468;20029
"14";2017-12-01;"Motor";"Brokers";3036;2985;462;422;19917
"15";2016-01-01;"Motor";"Brokers";3000;3034;463;445;20000
"15";2016-02-01;"Motor";"Brokers";3013;3000;436;443;19966
"15";2016-03-01;"Motor";"Brokers";3026;3019;441;485;20013
"15";2016-04-01;"Motor";"Brokers";2950;2911;452;432;20007
"15";2016-05-01;"Motor";"Brokers";3063;3031;502;421;20039
"15";2016-06-01;"Motor";"Brokers";3078;3030;458;455;20032
"15";2016-07-01;"Motor";"Brokers";3041;3054;455;440;20048
"15";2016-08-01;"Motor";"Brokers";3053;2958;470;454;19987
"15";2016-09-01;"Motor";"Brokers";2974;2984;472;439;20095
"15";2016-10-01;"Motor";"Brokers";2964;3039;449;449;19990
"15";2016-11-01;"Motor";"Brokers";3050;3072;472;471;19925
"15";2016-12-01;"Motor";"Brokers";3153;2909;442;492;19978
"15";2017-01-01;"Motor";"Brokers";2904;2988;471;498;20244
"15";2017-02-01;"Motor";"Brokers";2985;2987;453;414;19916
"15";2017-03-01;"Motor";"Brokers";3018;3052;454;456;19998
"15";2017-04-01;"Motor";"Brokers";2930;3046;430;483;19966
"15";2017-05-01;"Motor";"Brokers";2971;3055;443;462;19884
"15";2017-06-01;"Motor";"Brokers";2930;2993;452;419;19916
"15";2017-07-01;"Motor";"Brokers";3068;2987;478;443;19937
"15";2017-08-01;"Motor";"Brokers";3053;3044;441;483;20081
"15";2017-09-01;"Motor";"Brokers";3065;3030;435;473;20009
"15";2017-10-01;"Motor";"Brokers";3004;2930;443;480;20035
"15";2017-11-01;"Motor";"Brokers";3047;3000;412;401;20074
"15";2017-12-01;"Motor";"Brokers";2979;2995;452;443;20047
"16";2016-01-01;"Motor";"Brokers";3018;2941;450;457;20000
"16";2016-02-01;"Motor";"Brokers";3055;2985;438;482;20077
"16";2016-03-01;"Motor";"Brokers";2945;3014;482;436;20070
"16";2016-04-01;"Motor";"Brokers";2950;3049;443;466;19931
"16";2016-05-01;"Motor";"Brokers";3113;2936;481;443;19901
"16";2016-06-01;"Motor";"Brokers";3051;2985;445;451;20177
"16";2016-07-01;"Motor";"Brokers";2968;2966;433;466;20066
"16";2016-08-01;"Motor";"Brokers";3036;3066;482;476;20002
"16";2016-09-01;"Motor";"Brokers";3001;3059;466;441;19970
"16";2016-10-01;"Motor";"Brokers";2988;3004;427;416;19942
"16";2016-11-01;"Motor";"Brokers";2928;3029;431;488;19984
"16";2016-12-01;"Motor";"Brokers";3063;2979;450;474;19899
"16";2017-01-01;"Motor";"Brokers";2987;2929;458;450;20084
"16";2017-02-01;"Motor";"Brokers";3039;3046;459;461;20058
"16";2017-03-01;"Motor";"Brokers";3031;2936;482;476;19993
"16";2017-04-01;"Motor";"Brokers";3012;2927;441;396;20095
"16";2017-05-01;"Motor";"Brokers";2965;3051;418;421;20085
"16";2017-06-01;"Motor";"Brokers";3012;3011;393;445;19914
"16";2017-07-01;"Motor";"Brokers";3110;3053;435;442;20001
"16";2017-08-01;"Motor";"Brokers";2901;2947;485;451;20057
"16";2017-09-01;"Motor";"Brokers";3007;3141;459;459;19954
"16";2017-10-01;"Motor";"Brokers";2996;3133;460;441;19866
"16";2017-11-01;"Motor";"Brokers";3068;2846;492;458;19863
"16";2017-12-01;"Motor";"Brokers";3040;3048;494;471;20222
"17";2016-01-01;"Motor";"Brokers";3062;3028;464;471;20000
"17";2016-02-01;"Motor";"Brokers";3108;3013;440;422;20034
"17";2016-03-01;"Motor";"Brokers";2951;3032;433;465;20095
"17";2016-04-01;"Motor";"Brokers";2967;2960;434;439;19919
"17";2016-05-01;"Motor";"Brokers";3076;2966;431;444;20007
"17";2016-06-01;"Motor";"Brokers";2901;2970;475;458;20110
"17";2016-07-01;"Motor";"Brokers";3072;2917;439;430;19931
"17";2016-08-01;"Motor";"Brokers";2895;2960;416;473;20155
"17";2016-09-01;"Motor";"Brokers";3028;2991;472;435;19935
"17";2016-10-01;"Motor";"Brokers";2874;3002;459;460;20037
"17";2016-11-01;"Motor";"Brokers";2913;3071;422;437;19872
"17";2016-12-01;"Motor";"Brokers";3032;3007;453;483;19842
"17";2017-01-01;"Motor";"Brokers";2958;3058;468;460;20025
"17";2017-02-01;"Motor";"Brokers";3021;3060;447;445;19900
"17";2017-03-01;"Motor";"Brokers";2963;2983;477;442;19961
"17";2017-04-01;"Motor";"Brokers";2941;3001;448;448;19980
"17";2017-05-01;"Motor";"Brokers";3049;3015;416;460;19940
"17";2017-06-01;"Motor";"Brokers";3002;2905;397;455;20034
"17";2017-07-01;"Motor";"Brokers";2985;3050;429;451;20097
"17";2017-08-01;"Motor";"Brokers";3035;3024;454;431;19935
"17";2017-09-01;"Motor";"Brokers";3046;3017;452;450;20011
"17";2017-10-01;"Motor";"Brokers";3032;3030;472;482;20029
"17";2017-11-01;"Motor";"Brokers";3088;3065;513;479;20002
"17";2017-12-01;"Motor";"Brokers";3061;2988;431;429;20023
